Age Group,Gender,Occupation,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Top Movie 1,Top Movie 2,Top Movie 3,Top Movie 4,Top Movie 5
Under 18,Male,Lawyer,Dislike,Dislike,Like,Like,Dislike,Neutral,Dislike,Neutral,Like,Dislike,Dislike,Neutral,Like,Neutral,Like,Neutral,Like,Dislike,Percy Jackson,Inside Out,Minority Report,Finding Nemo,1917
Under 18,Female,Sales/Marketing,Dislike,Like,Neutral,Like,Neutral,Neutral,Like,Like,Dislike,Like,Neutral,Like,Like,Like,Dislike,Neutral,Dislike,Dislike,Les Misérables,American Beauty,The Fault in Our Stars,Paddington,Mamma Mia!
18-24,Male,Retired,Neutral,Dislike,Like,Like,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Paddington,The Girl with the Dragon Tattoo,Oldboy,The Social Dilemma,Citizenfour
25-34,Male,Farmer,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Dislike,Like,Neutral,Dislike,Dislike,Like,Neutral,Neutral,Neutral,Neutral,The Lego Movie,National Treasure,Indiana Jones,The Lion King,Out of the Past
35-44,Other,Scientist,Dislike,Neutral,Like,Like,Dislike,Dislike,Dislike,Like,Dislike,Neutral,Like,Like,Like,Like,Neutral,Neutral,Neutral,Dislike,The Pursuit of Happyness,Minions,Ice Age,Despicable Me,Inside Out
45-49,Male,Programmer,Like,Like,Like,Neutral,Dislike,Like,Like,Dislike,Like,Like,Dislike,Neutral,Like,Like,Neutral,Like,Neutral,Like,Open Range,The Godfather,13th,The Chronicles of Narnia,Gilda
35-44,Male,Unemployed,Like,Like,Neutral,Dislike,Like,Dislike,Dislike,Dislike,Neutral,Like,Neutral,Neutral,Neutral,Like,Neutral,Like,Neutral,Neutral,Step Brothers,Night and the City,National Treasure,Out of the Past,Laura
45-49,Male,Doctor/Health Care,Like,Like,Like,Dislike,Dislike,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Dislike,Like,Neutral,Neutral,Dislike,Die Hard,Fight Club,Inside Out,Pan's Labyrinth,The Godfather
50-55,Male,Retired,Neutral,Like,Neutral,Dislike,Like,Like,Like,Like,Neutral,Like,Dislike,Like,Like,Like,Neutral,Like,Like,Like,Out of the Past,The Silence of the Lambs,True Grit,La La Land,Notting Hill
25-34,Female,Self-Employed,Neutral,Like,Neutral,Neutral,Like,Neutral,Neutral,Dislike,Like,Dislike,Like,Like,Neutral,Dislike,Neutral,Like,Like,Neutral,Se7en,Indiana Jones,The Ring,The Babadook,1917
Under 18,Female,Scientist,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Like,Dislike,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Like,Les Misérables,"The Good, the Bad and the Ugly",Borat,The Matrix,Django Unchained
50-55,Male,Doctor/Health Care,Dislike,Like,Like,Dislike,Like,Like,Dislike,Neutral,Neutral,Neutral,Neutral,Like,Like,Dislike,Neutral,Neutral,Like,Neutral,Coco,Life of Pi,Singin' in the Rain,Goodfellas,Shrek
50-55,Male,Writer,Like,Like,Dislike,Like,Like,Neutral,Neutral,Dislike,Dislike,Like,Like,Dislike,Neutral,Like,Dislike,Dislike,Like,Neutral,Titanic,Indiana Jones,Terminator 2,Cars,The Exorcist
18-24,Male,Sales/Marketing,Dislike,Like,Dislike,Like,Like,Neutral,Like,Like,Dislike,Neutral,Dislike,Like,Dislike,Dislike,Like,Like,Neutral,Neutral,Looper,Nightcrawler,The Sound of Music,Life of Pi,Jiro Dreams of Sushi
35-44,Male,Writer,Like,Like,Neutral,Like,Like,Neutral,Like,Like,Neutral,Dislike,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Prisoners,Black Swan,Django Unchained,Oldboy,The Sound of Music
56+,Female,K-12 Student,Like,Like,Like,Like,Dislike,Like,Neutral,Neutral,Like,Neutral,Dislike,Dislike,Like,Neutral,Like,Like,Like,Like,The Silence of the Lambs,Fury,Paddington,Ratatouille,Tombstone
45-49,Other,Other,Dislike,Dislike,Neutral,Like,Dislike,Dislike,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Dislike,Neutral,Dislike,The Third Man,Moana,Cars,Arrival,The Fault in Our Stars
56+,Female,Writer,Like,Dislike,Like,Neutral,Like,Neutral,Like,Neutral,Dislike,Like,Like,Neutral,Like,Like,Like,Neutral,Dislike,Like,Blackfish,Laura,Pride and Prejudice,The Conjuring,Zodiac
56+,Female,Homemaker,Like,Neutral,Like,Like,Like,Dislike,Like,Dislike,Like,Like,Like,Like,Like,Dislike,Like,Like,Like,Neutral,Terminator 2,Prisoners,Fahrenheit 9/11,The Silence of the Lambs,The Conjuring
35-44,Female,Clerical/Admin,Dislike,Like,Like,Like,Like,Neutral,Dislike,Neutral,Like,Like,Like,Neutral,Like,Like,Like,Neutral,Dislike,Neutral,Mean Girls,The Girl with the Dragon Tattoo,District 9,The Ring,Step Brothers
50-55,Male,Tradesman/Craftsman,Like,Like,Like,Like,Neutral,Dislike,Like,Like,Neutral,Neutral,Dislike,Neutral,Like,Like,Neutral,Neutral,Dislike,Neutral,The King's Speech,The Girl with the Dragon Tattoo,Paddington,National Treasure,Despicable Me
35-44,Male,Self-Employed,Neutral,Like,Like,Dislike,Like,Like,Neutral,Like,Neutral,Dislike,Dislike,Dislike,Neutral,Like,Like,Like,Dislike,Neutral,Zootopia,Pride and Prejudice,King Kong,The Green Mile,Notting Hill
50-55,Female,College/Grad Student,Neutral,Like,Neutral,Like,Like,Like,Like,Like,Like,Dislike,Neutral,Neutral,Dislike,Like,Neutral,Like,Dislike,Like,A Walk to Remember,Memento,American Gangster,Tombstone,Napoleon Dynamite
Under 18,Female,Homemaker,Like,Neutral,Neutral,Like,Neutral,Neutral,Like,Dislike,Like,Dislike,Like,Like,Dislike,Like,Like,Neutral,Like,Like,The Conjuring,John Wick,American Sniper,Arrival,Full Metal Jacket
45-49,Male,Technician/Engineer,Neutral,Like,Like,Dislike,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Like,Dislike,Like,Dislike,Like,Dislike,The Hangover,Dumb and Dumber,Life of Pi,The Thin Red Line,National Treasure
50-55,Female,Customer Service,Dislike,Like,Dislike,Dislike,Like,Like,Dislike,Like,Neutral,Like,Neutral,Like,Dislike,Like,Like,Dislike,Like,Like,Singin' in the Rain,Gilda,Pirates of the Caribbean,La La Land,Chicago
18-24,Male,K-12 Student,Neutral,Like,Like,Like,Neutral,Dislike,Like,Neutral,Dislike,Like,Like,Like,Neutral,Neutral,Like,Like,Neutral,Dislike,The Exorcist,Moana,The Lego Movie,Shrek,Prisoners
45-49,Female,Homemaker,Neutral,Like,Like,Neutral,Like,Dislike,Like,Like,Neutral,Dislike,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,The Social Dilemma,The Cove,Inside Job,Ratatouille,Full Metal Jacket
56+,Male,Farmer,Neutral,Like,Neutral,Like,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,Like,Dislike,Like,Dislike,Like,Like,Neutral,The Greatest Showman,Ice Age,A Beautiful Mind,Black Swan,American Sniper
50-55,Male,Tradesman/Craftsman,Like,Like,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Dislike,Neutral,Neutral,Dislike,Dislike,Neutral,Like,Neutral,Like,Like,Minority Report,The Matrix,Dunkirk,Life of Pi,Interstellar
35-44,Male,Retired,Dislike,Neutral,Dislike,Like,Neutral,Neutral,Like,Neutral,Like,Like,Dislike,Like,Like,Like,Dislike,Dislike,Like,Neutral,Double Indemnity,Harry Potter,The Cove,Chicago,Mystic River
18-24,Male,Sales/Marketing,Neutral,Like,Dislike,Like,Like,Neutral,Like,Neutral,Like,Like,Like,Dislike,Dislike,Dislike,Like,Neutral,Like,Dislike,Eragon,Willow,The Golden Compass,Pan's Labyrinth,Blackfish
50-55,Female,Clerical/Admin,Dislike,Like,Like,Like,Dislike,Like,Like,Dislike,Neutral,Neutral,Like,Like,Like,Neutral,Dislike,Like,Dislike,Like,Get Out,Frozen,Pirates of the Caribbean,Django Unchained,A Quiet Place
25-34,Male,College/Grad Student,Like,Like,Like,Like,Dislike,Neutral,Like,Dislike,Like,Dislike,Neutral,Neutral,Dislike,Neutral,Neutral,Like,Like,Neutral,Interstellar,Inside Out,Percy Jackson,Free Solo,Gladiator
56+,Female,Farmer,Like,Like,Dislike,Neutral,Like,Like,Like,Like,Dislike,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Dislike,Zodiac,Indiana Jones,Platoon,The Jungle Book,The Shawshank Redemption
45-49,Female,Customer Service,Neutral,Dislike,Neutral,Neutral,Dislike,Like,Like,Neutral,Neutral,Neutral,Neutral,Like,Like,Like,Dislike,Neutral,Like,Like,Knives Out,The Social Dilemma,Won’t You Be My Neighbor?,Titanic,The Sixth Sense
45-49,Female,Technician/Engineer,Neutral,Like,Neutral,Like,Dislike,Neutral,Neutral,Like,Neutral,Neutral,Like,Like,Dislike,Like,Neutral,Like,Like,Like,Pride and Prejudice,The Conjuring,Black Swan,Despicable Me,La La Land
45-49,Female,Customer Service,Like,Like,Neutral,Like,Dislike,Neutral,Like,Neutral,Like,Like,Like,Dislike,Like,Neutral,Dislike,Like,Neutral,Dislike,The Jungle Book,Gone Girl,The Silence of the Lambs,Jiro Dreams of Sushi,Night and the City
50-55,Female,Artist,Like,Dislike,Dislike,Dislike,Like,Like,Like,Like,Neutral,Like,Like,Like,Dislike,Neutral,Like,Neutral,Dislike,Like,Blade Runner 2049,3:10 to Yuma,Anchorman,True Grit,Gladiator
50-55,Male,Retired,Neutral,Dislike,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Neutral,Neutral,Like,Like,Like,Dislike,Like,Neutral,Like,Into the Woods,Titanic,Step Brothers,Tombstone,The Prestige
50-55,Female,Unemployed,Neutral,Like,Like,Neutral,Like,Like,Dislike,Dislike,Neutral,Neutral,Like,Dislike,Neutral,Like,Neutral,Like,Like,Dislike,Hacksaw Ridge,Oldboy,Bridesmaids,Superbad,The Jungle Book
35-44,Male,Executive/Managerial,Like,Like,Dislike,Like,Neutral,Like,Neutral,Like,Dislike,Like,Like,Like,Like,Like,Like,Neutral,Neutral,Neutral,Chicago,Casino,No Country for Old Men,The Sound of Music,Gladiator
18-24,Female,Sales/Marketing,Like,Dislike,Like,Like,Dislike,Neutral,Like,Dislike,Neutral,Neutral,Neutral,Dislike,Neutral,Like,Like,Like,Like,Like,13th,Won’t You Be My Neighbor?,Gone Girl,Die Hard,Fahrenheit 9/11
50-55,Male,Farmer,Like,Like,Neutral,Dislike,Like,Like,Like,Dislike,Like,Like,Dislike,Neutral,Like,Like,Neutral,Like,Like,Like,Memento,Won’t You Be My Neighbor?,Night and the City,Before Sunrise,The Golden Compass
50-55,Male,Academic/Educator,Neutral,Like,Like,Neutral,Like,Like,Like,Neutral,Like,Like,Dislike,Neutral,Neutral,Like,Dislike,Dislike,Neutral,Neutral,Eragon,Finding Nemo,Mean Girls,The Social Dilemma,Laura
45-49,Male,Farmer,Like,Like,Like,Like,Neutral,Dislike,Dislike,Dislike,Like,Like,Neutral,Dislike,Like,Like,Neutral,Dislike,Like,Neutral,Letters from Iwo Jima,Die Hard,La La Land,Coco,Out of the Past
56+,Male,Clerical/Admin,Neutral,Like,Like,Neutral,Like,Like,Dislike,Like,Like,Dislike,Neutral,Neutral,Dislike,Neutral,Neutral,Like,Like,Like,Fantastic Beasts,The Golden Compass,Superbad,The 40-Year-Old Virgin,Open Range
50-55,Female,Other,Like,Neutral,Neutral,Like,Like,Like,Like,Neutral,Dislike,Dislike,Like,Like,Neutral,Like,Like,Like,Dislike,Dislike,The Sound of Music,Gone Girl,Terminator 2,The Social Dilemma,Anchorman
25-34,Male,K-12 Student,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Like,Neutral,Neutral,Dislike,Like,Like,Like,Dislike,Like,Neutral,Skyfall,Mad Max: Fury Road,Eragon,Silver Linings Playbook,Blackfish
18-24,Female,Scientist,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Like,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,Dislike,Dislike,Neutral,Anchorman,Napoleon Dynamite,West Side Story,Mamma Mia!,The Third Man
18-24,Female,Writer,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Dislike,Neutral,Like,Dislike,Like,Neutral,Neutral,Like,Neutral,Dislike,Despicable Me,Fight Club,National Treasure,Moonlight,The Conjuring
50-55,Male,Academic/Educator,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Dislike,Like,Neutral,Dislike,Neutral,Like,Like,Neutral,Dislike,Dislike,John Wick,Dune,Titanic,The Lego Movie,National Treasure
45-49,Male,Unemployed,Dislike,Neutral,Neutral,Like,Neutral,Like,Neutral,Dislike,Dislike,Like,Like,Like,Like,Dislike,Dislike,Like,Neutral,Neutral,Despicable Me,Ice Age,The Blair Witch Project,Into the Woods,The Others
25-34,Male,Academic/Educator,Neutral,Dislike,Like,Like,Like,Like,Dislike,Neutral,Like,Like,Like,Like,Like,Like,Like,Like,Neutral,Dislike,Double Indemnity,Prisoners,Dune,Knives Out,Minions
50-55,Male,Academic/Educator,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Neutral,Like,Like,Like,Like,Neutral,Neutral,Dislike,Like,Like,The Blair Witch Project,True Grit,Gone Girl,Casino,Paranormal Activity
Under 18,Male,Customer Service,Neutral,Dislike,Neutral,Like,Dislike,Dislike,Like,Like,Like,Like,Dislike,Neutral,Dislike,Like,Like,Neutral,Neutral,Dislike,Minions,The Matrix,Inside Job,Cars,Stardust
Under 18,Male,Technician/Engineer,Dislike,Like,Like,Neutral,Neutral,Like,Neutral,Like,Dislike,Like,Like,Like,Dislike,Dislike,Dislike,Like,Neutral,Like,Into the Woods,Interstellar,Life of Pi,Chicago,It
50-55,Male,Executive/Managerial,Dislike,Like,Neutral,Neutral,Like,Dislike,Neutral,Dislike,Like,Like,Like,Like,Like,Neutral,Dislike,Like,Like,Like,The Girl with the Dragon Tattoo,The Hangover,Mamma Mia!,Napoleon Dynamite,Dumb and Dumber
45-49,Male,Sales/Marketing,Like,Neutral,Like,Neutral,Neutral,Like,Like,Like,Dislike,Neutral,Like,Like,Like,Like,Neutral,Like,Like,Like,Titanic,Hereditary,The Dark Knight,Moonlight,The Silence of the Lambs
Under 18,Male,Executive/Managerial,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Dislike,Dislike,Dislike,Neutral,Neutral,Like,Neutral,Like,Like,Like,The Green Mile,Minions,Open Range,A Walk to Remember,The Bourne Ultimatum
56+,Male,K-12 Student,Like,Neutral,Dislike,Like,Dislike,Like,Like,Neutral,Neutral,Dislike,Like,Neutral,Like,Neutral,Dislike,Like,Like,Dislike,The Girl with the Dragon Tattoo,The Departed,Casino,The Ring,Jiro Dreams of Sushi
50-55,Female,Technician/Engineer,Neutral,Neutral,Dislike,Dislike,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Dislike,Like,Dislike,Like,Like,West Side Story,Napoleon Dynamite,The Godfather,Mean Girls,Dumb and Dumber
50-55,Male,Other,Like,Neutral,Like,Dislike,Like,Dislike,Neutral,Neutral,Like,Neutral,Like,Like,Like,Dislike,Like,Like,Dislike,Like,Bridesmaids,Into the Woods,True Grit,Knives Out,The Lion King
Under 18,Male,Retired,Like,Neutral,Neutral,Dislike,Neutral,Like,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Neutral,Neutral,Dislike,Like,Neutral,Won’t You Be My Neighbor?,The Thin Red Line,1917,Pulp Fiction,The Bourne Ultimatum
25-34,Female,Artist,Dislike,Neutral,Neutral,Neutral,Dislike,Dislike,Like,Like,Like,Dislike,Like,Like,Like,Like,Neutral,Like,Like,Like,Singin' in the Rain,The Chronicles of Narnia,The King's Speech,La La Land,The Silence of the Lambs
56+,Male,Clerical/Admin,Like,Neutral,Dislike,Dislike,Dislike,Dislike,Like,Neutral,Like,Like,Like,Dislike,Dislike,Like,Like,Neutral,Neutral,Like,La La Land,The Babadook,The Matrix,The Notebook,The Golden Compass
35-44,Female,Retired,Like,Like,Like,Neutral,Like,Like,Like,Neutral,Dislike,Dislike,Like,Neutral,Neutral,Like,Neutral,Neutral,Dislike,Like,The Social Dilemma,The Exorcist,Interstellar,No Country for Old Men,Free Solo
50-55,Male,Retired,Neutral,Like,Like,Neutral,Like,Dislike,Like,Like,Neutral,Like,Neutral,Like,Like,Like,Dislike,Like,Neutral,Like,Knives Out,Gone Girl,Citizenfour,"The Good, the Bad and the Ugly",Forrest Gump
56+,Male,Self-Employed,Like,Neutral,Like,Neutral,Like,Like,Neutral,Like,Like,Neutral,Like,Dislike,Like,Like,Like,Like,Neutral,Neutral,The Bourne Ultimatum,Mean Girls,The Babadook,Titanic,Zodiac
25-34,Female,Programmer,Neutral,Neutral,Like,Neutral,Like,Like,Dislike,Dislike,Like,Like,Neutral,Neutral,Neutral,Like,Dislike,Dislike,Dislike,Like,Seven,Laura,Goodfellas,500 Days of Summer,The Departed
25-34,Male,Unemployed,Like,Like,Neutral,Like,Like,Neutral,Neutral,Dislike,Like,Like,Like,Neutral,Dislike,Like,Like,Neutral,Like,Like,The Hateful Eight,John Wick,Skyfall,Before Sunrise,The Chronicles of Narnia
56+,Male,Retired,Like,Dislike,Like,Neutral,Neutral,Like,Neutral,Dislike,Dislike,Like,Like,Like,Like,Neutral,Neutral,Dislike,Like,Neutral,Paranormal Activity,Inside Out,Mystic River,Goodfellas,It
25-34,Male,Clerical/Admin,Neutral,Dislike,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Like,Like,Dislike,Like,Neutral,Like,Like,Neutral,Oldboy,Silver Linings Playbook,Split,The Pursuit of Happyness,Anchorman
45-49,Female,Retired,Neutral,Dislike,Like,Like,Like,Like,Like,Like,Like,Dislike,Neutral,Dislike,Like,Like,Like,Like,Like,Like,True Grit,Mystic River,3:10 to Yuma,Inside Out,Hacksaw Ridge
18-24,Male,Artist,Like,Like,Like,Like,Dislike,Like,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Like,Neutral,Neutral,Like,La La Land,The Departed,Dune,American Beauty,Arrival
25-34,Male,Scientist,Neutral,Neutral,Like,Like,Neutral,Like,Dislike,Like,Like,Like,Dislike,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Moonlight,Notting Hill,The Fault in Our Stars,Minions,The Golden Compass
50-55,Male,Clerical/Admin,Neutral,Neutral,Like,Neutral,Like,Like,Like,Neutral,Like,Dislike,Neutral,Neutral,Neutral,Like,Like,Like,Dislike,Like,The Departed,Prisoners,Memento,Open Range,The Silence of the Lambs
Under 18,Male,Customer Service,Dislike,Like,Like,Neutral,Neutral,Neutral,Like,Dislike,Like,Like,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Neutral,Like,"The Good, the Bad and the Ugly",13th,Blackfish,Stardust,The Fault in Our Stars
45-49,Male,Farmer,Dislike,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Neutral,Like,Neutral,The Sound of Music,Knives Out,Grease,Forrest Gump,American Beauty
35-44,Female,Self-Employed,Like,Dislike,Like,Neutral,Like,Like,Dislike,Like,Dislike,Neutral,Like,Like,Like,Neutral,Like,Like,Like,Like,The Matrix,Mamma Mia!,Inception,The Magnificent Seven,Fight Club
25-34,Female,Doctor/Health Care,Like,Dislike,Like,Dislike,Like,Neutral,Dislike,Dislike,Neutral,Dislike,Like,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Like,It,Terminator 2,The Conjuring,The Babadook,Django Unchained
56+,Male,Artist,Neutral,Like,Dislike,Like,Neutral,Neutral,Like,Dislike,Like,Neutral,Neutral,Neutral,Like,Neutral,Dislike,Like,Neutral,Neutral,Avatar,The Lego Movie,Won’t You Be My Neighbor?,Gone Girl,Oldboy
Under 18,Female,Writer,Neutral,Dislike,Like,Like,Neutral,Neutral,Like,Dislike,Like,Dislike,Like,Neutral,Like,Neutral,Neutral,Neutral,Dislike,Like,The Girl with the Dragon Tattoo,Bolt,The Cove,The Conjuring,"The Good, the Bad and the Ugly"
18-24,Male,Academic/Educator,Neutral,Dislike,Like,Neutral,Dislike,Dislike,Like,Like,Neutral,Like,Like,Like,Like,Like,Like,Neutral,Like,Neutral,The Greatest Showman,Fahrenheit 9/11,The Big Sleep,Arrival,The Ring
45-49,Male,Technician/Engineer,Like,Dislike,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Citizenfour,No Country for Old Men,Gone Girl,Les Misérables,The Social Dilemma
35-44,Female,Technician/Engineer,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Like,Neutral,Like,Dislike,Dislike,Like,Neutral,Like,Like,Like,Neutral,Like,Se7en,Split,American Gangster,District 9,A Walk to Remember
56+,Male,Executive/Managerial,Neutral,Dislike,Neutral,Neutral,Neutral,Like,Like,Like,Neutral,Neutral,Neutral,Like,Like,Like,Like,Dislike,Like,Like,1917,Open Range,The Departed,The Girl with the Dragon Tattoo,Blackfish
50-55,Female,Lawyer,Like,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Like,Like,Neutral,Like,Neutral,Like,Like,Like,Dislike,Gone Girl,John Wick,Nightcrawler,The Babadook,Saving Private Ryan
56+,Female,K-12 Student,Like,Dislike,Like,Neutral,Neutral,Neutral,Like,Dislike,Dislike,Neutral,Like,Like,Like,Like,Like,Like,Dislike,Neutral,The Girl on the Train,Inception,John Wick,Blackfish,500 Days of Summer
56+,Male,Self-Employed,Like,Like,Like,Like,Dislike,Neutral,Like,Like,Like,Like,Like,Dislike,Dislike,Dislike,Like,Like,Like,Like,The Incredibles,Django Unchained,Edge of Tomorrow,Looper,The Lego Movie
56+,Male,Self-Employed,Neutral,Like,Like,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Dislike,Like,Neutral,Like,Like,Dislike,Like,Interstellar,The Big Sleep,Nightcrawler,Superbad,The Green Mile
45-49,Male,Retired,Neutral,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Dislike,Like,Like,Neutral,Neutral,Neutral,Casino,The Hangover,Anchorman,The Revenant,Life of Pi
Under 18,Female,Technician/Engineer,Dislike,Like,Like,Dislike,Neutral,Dislike,Neutral,Neutral,Neutral,Like,Neutral,Like,Like,Dislike,Like,Like,Like,Like,American Sniper,The Greatest Showman,Mystic River,Life of Pi,Out of the Past
56+,Male,Other,Dislike,Like,Like,Like,Like,Like,Neutral,Like,Like,Dislike,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,No Country for Old Men,Shutter Island,Despicable Me,Singin' in the Rain,Minions
50-55,Male,Customer Service,Neutral,Like,Dislike,Neutral,Like,Neutral,Neutral,Like,Like,Like,Neutral,Dislike,Dislike,Neutral,Dislike,Like,Like,Neutral,Anchorman,Platoon,Percy Jackson,The Hangover,Fantastic Beasts
Under 18,Female,Scientist,Like,Like,Dislike,Like,Like,Dislike,Neutral,Like,Like,Like,Neutral,Neutral,Neutral,Like,Like,Dislike,Like,Neutral,The King's Speech,National Treasure,The Matrix,Letters from Iwo Jima,The Dark Knight
56+,Male,Other,Like,Like,Dislike,Neutral,Like,Neutral,Like,Like,Like,Neutral,Like,Like,Like,Like,Neutral,Neutral,Like,Neutral,The Pursuit of Happyness,The Hobbit,The Blair Witch Project,The Babadook,Notting Hill
25-34,Female,Self-Employed,Like,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Dislike,Like,Like,Like,Neutral,Like,Dislike,Like,Dislike,Like,Neutral,Hereditary,Night and the City,Touch of Evil,Skyfall,The Maltese Falcon
Under 18,Male,Lawyer,Like,Like,Neutral,Like,Like,Like,Dislike,Neutral,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Like,Ice Age,Platoon,Mad Max: Fury Road,Shutter Island,Seven
35-44,Male,Programmer,Dislike,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Like,Dislike,Like,Like,Dislike,Like,Like,Dislike,Like,Dislike,Looper,Blade Runner 2049,The Sound of Music,13th,Dunkirk
35-44,Female,Programmer,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Neutral,Like,Like,The Ring,King Kong,Up,Finding Nemo,Unforgiven
56+,Female,Academic/Educator,Neutral,Like,Like,Like,Like,Like,Like,Like,Like,Neutral,Like,Neutral,Like,Dislike,Like,Like,Dislike,Like,Whiplash,Cars,The Lego Movie,The Golden Compass,It
Under 18,Female,Self-Employed,Like,Like,Like,Like,Neutral,Neutral,Like,Like,Like,Like,Like,Like,Like,Like,Like,Dislike,Like,Like,Zodiac,Inside Job,The Pursuit of Happyness,The King's Speech,True Grit
Under 18,Female,Scientist,Dislike,Dislike,Dislike,Neutral,Dislike,Dislike,Dislike,Neutral,Neutral,Like,Like,Like,Like,Dislike,Like,Like,Like,Neutral,Touch of Evil,A Quiet Place,The Sixth Sense,American Sniper,Chicago
45-49,Other,Other,Like,Neutral,Dislike,Neutral,Like,Dislike,Like,Neutral,Dislike,Like,Like,Like,Neutral,Like,Neutral,Dislike,Like,Neutral,The Hangover,Mamma Mia!,Laura,Paranormal Activity,The Fault in Our Stars
45-49,Male,Sales/Marketing,Like,Dislike,Like,Like,Like,Neutral,Dislike,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,The Lion King,The Girl on the Train,Paddington,The Pursuit of Happyness,Anchorman
18-24,Female,Programmer,Like,Dislike,Like,Like,Dislike,Dislike,Neutral,Like,Neutral,Like,Neutral,Like,Like,Like,Dislike,Like,Like,Like,Coco,A Walk to Remember,Les Misérables,The Lego Movie,Chicago
50-55,Female,Farmer,Like,Neutral,Like,Dislike,Like,Neutral,Neutral,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Like,Dislike,Dislike,It,Toy Story,District 9,Looper,Mean Girls
45-49,Female,Lawyer,Like,Like,Like,Like,Like,Neutral,Dislike,Neutral,Neutral,Dislike,Dislike,Like,Dislike,Like,Like,Like,Like,Neutral,Memento,The Dark Knight,Despicable Me,The Silence of the Lambs,Full Metal Jacket
Under 18,Male,Farmer,Neutral,Dislike,Dislike,Like,Like,Dislike,Neutral,Neutral,Neutral,Dislike,Dislike,Like,Like,Like,Like,Like,Neutral,Like,Les Misérables,Split,Napoleon Dynamite,"The Good, the Bad and the Ugly",The Notebook
Under 18,Female,Sales/Marketing,Neutral,Neutral,Like,Like,Dislike,Like,Like,Like,Dislike,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Like,Minions,Bolt,Moonlight,The Social Dilemma,Heat
45-49,Male,College/Grad Student,Like,Like,Neutral,Neutral,Neutral,Like,Neutral,Like,Like,Like,Like,Like,Neutral,Dislike,Like,Like,Dislike,Dislike,Die Hard,The Sound of Music,Prisoners,Pulp Fiction,A Quiet Place
35-44,Male,Customer Service,Like,Neutral,Dislike,Like,Like,Like,Neutral,Neutral,Like,Like,Dislike,Like,Neutral,Like,Like,Like,Dislike,Dislike,Oldboy,Edge of Tomorrow,Superbad,The Matrix,Stardust
50-55,Male,Retired,Like,Like,Like,Like,Like,Dislike,Like,Like,Neutral,Dislike,Like,Neutral,Like,Neutral,Neutral,Like,Like,Like,Fight Club,The Sixth Sense,Get Out,Oldboy,The Others
